¥éËCatalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 77579,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,22.00,,,,,,Original Number : OG0070KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/353694966-018b-4841-8ab8-ee449f90b366
USNM 77581,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,30.00,,,,,,Original Number : OG0072KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3f79aa723-97df-4f0b-898d-614db4d026d5
USNM 77586,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,34.00,,,,,,Original Number : OG0079KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/361bad24c-c8fd-418e-b508-3c22130f64cc
USNM 77587,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,34.00,,,,,,Original Number : OG0080KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/342e25590-43c7-4537-8019-9d315b140d6e
USNM 77588,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,32.00,,,,,,Original Number : OG0081KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/387c9703c-1cbe-47c0-b89b-6fe2980f03d6
USNM 77590,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,35.00,,,,,,Original Number : OG0083KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3243eda01-9680-4ca9-89e1-f3e67c04761a
USNM 77593,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,28.00,,,,,,Original Number : OG0086KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39bcbfedf-8567-4b53-b3d6-ca8c3d633229
USNM 77594,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,30.00,,,,,,Original Number : OG0087KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3cb3dd4a5-2e05-481f-afb7-e2d3e63c546b
USNM 77595,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,32.00,,,,,,Original Number : OG0088KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/37999cb60-24c4-4753-8a72-92007c35a0e1
USNM 77599,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,35.00,,,,,,Original Number : OG0092KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/378f7ad7c-f990-4109-ae63-650b8ecdaed3
USNM 77600,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,35.00,,,,,,Original Number : OG0093KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/356523f39-1c81-49e8-87da-bdaa007ba435
USNM 77605,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Hirone",27.18,142.18,,,,,,,25.00,,,,,,Original Number : OG0099KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3a201163b-dad3-4ff3-be27-e57dffc74f41
USNM 77606,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Hirone",27.18,142.18,,,,,,,25.00,,,,,,Original Number : OG0100KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d98d6b0d-91d8-46d8-9bdf-1a8e0b298c8b
USNM 77607,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/24/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tsurinohama",27.1,142.208,,,,,,,26.00,,,,,,Original Number : OG0101KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d5375b9e-1b48-4c92-ad18-7dbbaf66e806
USNM 77608,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/24/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tsurinohama",27.1,142.208,,,,,,,30.00,,,,,,Original Number : OG0103KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/31fbcb7da-7273-4c51-8e51-6451cb709b8b
USNM 77609,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/24/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tsurinohama",27.1,142.208,,,,,,,33.00,,,,,,Original Number : OG0104KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/367d5549a-1b54-42a9-b9b8-d006e47b3be4
USNM 77611,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/24/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tsurinohama",27.1,142.208,,,,,,,20.00,,,,,,Original Number : OG0106KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/326f46182-93a4-46f2-9a5c-85f0d96b7ea9
USNM 77613,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/28/85,,North Pacific Ocean,,,Japan,,,,"Shikoku Island, Ikenoura",33.3883,133.443,,,,,,,30.00,,,,,,Original Number : JP0011KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/33225ea83-1cd5-4146-bb68-d4780680bc09
USNM 77617,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5/25/86,,North Pacific Ocean,,,Japan,,,,"Honshu Island, Izu",34.8,139.2,,,,,,,46.00,,,,,,Original Number : JP0026KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39e016f16-7bb0-4338-93ae-3cc31b70b03a
USNM 77620,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5/25/86,,North Pacific Ocean,,,Japan,,,,"Honshu Island, Izu",34.8,139.2,,,,,,,25.00,,,,,,Original Number : JP0029KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/385650323-24e3-4986-acec-067fab822655
USNM 77628,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",4/24/86,,North Pacific Ocean,,,Japan,,,,"Kyushu Island, Amakusa, Nojima, Tsuji Island",,,,,,,,,9.00,,,,,,Original Number : JP0041KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3a6cb093c-b15f-4bbb-8fa7-b438345e9acb
USNM 77645,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5/26/85,,North Pacific Ocean,Sulu Sea,,Philippines,,,,"Tubbataha Reefs, S Part",9.72,119.73,,,,,,,30.00,,,,,,Original Number : PH0036KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d96c7b46-851d-424d-bb3f-360ecc6eef81
USNM 77648,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",5/31/85,,North Pacific Ocean,,,Philippines,Batangas,,,"Luzon Island, Cathedral Rock",,,,,,,,,33.00,,,,,,Original Number : PH0043KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3643e179e-155e-4225-a964-d10775857c33
USNM 77649,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5/31/85,,North Pacific Ocean,,,Philippines,Batangas,,,"Luzon Island, Cathedral Rock",,,,,,,,,33.00,,,,,,Original Number : PH0045KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3b8b14cdd-71bf-4e99-b424-661901307afc
USNM 77651,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",6/1/85,,North Pacific Ocean,,,Philippines,Batangas,,,"Luzon Island, Sombrero Island, Bajora, SE Part",,,,,,,,,33.00,,,,,,Original Number : PH0050KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/399e1b4ca-bfef-48f1-8a8e-7de9f051d781
USNM 79981,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,Tanaka,11/9/90,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Kayauchibanta, S Of Hedo Point",26.85,128.25,,,,,,,15.00,,,,,,,350091,,,,,,,,5/11/20 17:32,http://n2t.net/ark:/65665/3a012afa7-98f7-4447-9ed1-8257df3abfba
USNM 87970,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,,,,North Pacific Ocean,,,Palau,,,,,7.5,134.5,,,,,,,,,,,,,,0,,,,,,,,10/21/18 13:05,http://n2t.net/ark:/65665/3a609dd7b-bf64-494a-b6f0-78ecd9012a48
USNM 92319,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",21-Sep-97,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",1/12/80,,North Pacific Ocean,,,Palau,,,,"Malakal Island, Near Koror",,,,,,,,,21.00,,,,,,,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/31ca0dcaa-786a-4551-8466-5702f1ea4125
USNM 92410,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1281,"Bolland, R. F.",10/16/88,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,46.00,,,,BOLLAND/RFB 1281,,,395425,,,,,,,,10/21/18 13:31,http://n2t.net/ark:/65665/37fd7d104-315e-4902-807f-a3d45fb4ef26
USNM 92943,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",4-Sep-96,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1219,"Bolland, R. F.",7/17/88,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,37.00,,,,BOLLAND/RFB 1219,,,395425,,,,,,,,10/21/18 13:34,http://n2t.net/ark:/65665/3ad7a0a19-2224-4254-9bab-4a77e1d74386
USNM 1015656,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),2,Turkay,6/2/09,,North Pacific Ocean,,,Japan,Kochi,,Kochi,"Okino Shima Island, East coast of Hime Shima Island",34.57,131.52,,,,,,,20.00,,,,,,,401987,,,,,,,,1/15/17 18:10,http://n2t.net/ark:/65665/39f434e3b-c946-4fd4-8b81-7b090677cd99
USNM 1015657,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),3,Turkay,6/2/09,,North Pacific Ocean,,,Japan,Kochi,,Kochi,"Okino Shima Island, East coast of Hime Shima Island",34.57,131.52,,,,,,,20.00,,,,,,,401987,,,,,,,,1/15/17 18:10,http://n2t.net/ark:/65665/3d330a6c3-527c-4257-bf99-833b93802f1b
USNM 1197460,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chen, C. C.",17-Oct-89,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Chen, C. C.",6/1/85,,North Pacific Ocean,,,Taiwan,,,,Off southern coast,,,,,,,,,14.00,,,,,,specimen number : A-12,366454,,,,,,,,1/15/17 18:30,http://n2t.net/ark:/65665/3ef8fa6e0-14bd-49b2-9fce-862cdba6e914
USNM 1197461,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chen, C. C.",17-Oct-89,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Chen, C. C.",6/1/85,,North Pacific Ocean,,,Taiwan,,,,Off southern coast,,,,,,,,,7.00,,,,,,specimen number : A-13,366454,,,,,,,,1/15/17 18:30,http://n2t.net/ark:/65665/3fc3663d2-b98c-40b1-82d3-4cd8bbac05a8
USNM 1197462,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chen, C. C.",17-Oct-89,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Chen, C. C.",6/1/85,,North Pacific Ocean,,,Taiwan,,,,Off southern coast,,,,,,,,,15.00,,,,,,specimen number : A-14,366454,,,,,,,,1/15/17 18:30,http://n2t.net/ark:/65665/3664ba412-40c7-4db3-8d9f-ac9ed17c4978
USNM 1198175,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chen, C. C.",1985,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Chen, C. C.",,,North Pacific Ocean,,,Taiwan,,,,Off southern coast,,,,,,,,,12.00,,,,,,specimen number : A11,366454,,,,,,,,1/29/17 16:56,http://n2t.net/ark:/65665/330d2b3fa-1deb-4215-9fc4-f2b24eb59b29
USNM 1233282,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Hirone",27.18,142.18,,,,,,,25.00,,,"""C"" orange stillate clumpy coevenely (sp?) acalycigorgia calyses",,,,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3df636c14-aca8-485f-b5f6-f6a09805aba2
USNM 44169,Specimen/Lot,"Acalycigorgia wireni Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Acalycigorgia wireni Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Holotype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 41-45, fig. 7, pl. 2, fig. 4.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),,"Bock, S.",5/19/18,,North Pacific Ocean,,,Japan,,,,"Korea Strait, Okino Shima, Kiu-Shiu",34.33,130.33,,,,,,,100.00,,,,,,,181299,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3b23c36b3-fda1-463a-83ff-5435eb972918
